Name;Activations;Fulfilments;Violations;Vacuous Fulfilments;Vacuous Violations
CI;18;18;0;10;0
CIA;10;8;2;16;0
CJ;28;24;4;10;0
CJA;16;14;2;11;0
CK;10;8;2;16;0
CKA;23;22;1;10;0
CL;9;7;2;17;0
CLA;11;9;2;15;0
CM;21;20;1;10;0
CMA;11;10;1;15;0
CN;16;16;0;10;0
CNA;24;22;2;11;0
CO;15;14;1;11;0
CP;20;20;0;10;0
CQ;18;17;1;10;0
CR;22;21;1;10;0
CS;11;10;1;15;0
CT;18;17;1;10;0
CU;18;17;1;10;0
CV;18;18;0;10;0
CW;20;19;1;10;0
CX;20;19;1;10;0
CY;35;34;1;10;0
CZ;44;43;1;10;0
D;18;18;0;10;0
DA;18;17;1;10;0
DAA;22;21;1;10;0
DB;18;17;1;10;0
DBA;19;18;1;10;0
DC;17;17;0;10;0
DCA;18;17;1;10;0
DD;16;15;1;10;0
DDA;23;23;0;10;0
DE;10;8;2;16;0
DEA;19;18;1;10;0
DF;10;8;2;16;0
DFA;17;15;2;11;0
DG;18;17;1;10;0
DGA;23;23;0;10;0
DH;20;18;2;11;0
DHA;16;14;2;11;0
DI;18;17;1;10;0
DIA;10;8;2;16;0
DJ;27;26;1;10;0
DJA;16;15;1;10;0
DK;18;17;1;10;0
DKA;18;16;2;10;0
DL;17;16;1;10;0
DLA;11;9;2;15;0
DM;11;9;2;15;0
DMA;8;6;2;18;0
DN;10;8;2;16;0
DNA;11;10;1;15;0
DO;20;19;1;10;0
DP;20;20;0;10;0
DQ;11;10;1;15;0
DR;20;19;1;10;0
DS;20;19;1;10;0
DT;16;15;1;10;0
DU;11;10;1;15;0
DV;11;10;1;15;0
DW;18;17;1;10;0
DX;19;14;5;10;0
DY;19;18;1;10;0
DZ;37;35;2;10;0
E;11;11;0;15;0
EA;19;18;1;10;0
EAA;22;21;1;10;0
EB;11;10;1;15;0
EBA;18;17;1;10;0
EC;23;22;1;10;0
ECA;24;23;1;10;0
ED;35;34;1;10;0
EDA;17;16;1;10;0
EE;15;13;2;11;0
EEA;18;18;0;10;0
EF;20;19;1;10;0
EFA;11;10;1;15;0
EG;10;8;2;16;0
EGA;18;17;1;10;0
EH;16;15;1;10;0
EHA;35;34;1;10;0
EI;19;18;1;10;0
EIA;17;16;1;10;0
EJ;18;16;2;10;0
EJA;16;15;1;10;0
EK;25;24;1;10;0
EKA;20;20;0;10;0
EL;19;19;0;10;0
ELA;24;23;1;10;0
EM;33;32;1;10;0
EMA;22;22;0;10;0
EN;11;10;1;15;0
ENA;10;8;2;16;0
EO;20;20;0;10;0
EP;11;10;1;15;0
EQ;34;33;1;10;0
ER;11;11;0;15;0
ES;49;49;0;10;0
ET;16;15;1;10;0
EU;19;19;0;10;0
EV;13;12;1;15;0
EW;28;27;1;10;0
EX;26;26;0;10;0
EY;18;16;2;11;0
EZ;11;10;1;15;0
F;16;15;1;10;0
FA;11;9;2;15;0
FAA;21;20;1;10;0
FB;11;11;0;15;0
FBA;17;15;2;11;0
FC;15;13;2;11;0
FCA;20;20;0;10;0
FD;14;13;1;15;0
FDA;22;21;1;10;0
FE;24;22;2;10;0
FEA;16;15;1;10;0
FF;11;10;1;15;0
FFA;8;6;2;18;0
FG;17;17;0;10;0
FGA;13;12;1;15;0
FH;19;18;1;10;0
FHA;19;18;1;10;0
FI;11;10;1;15;0
FIA;19;18;1;10;0
FJ;18;17;1;10;0
FJA;22;21;1;10;0
FK;23;23;0;10;0
FKA;18;17;1;10;0
FL;11;10;1;15;0
FLA;10;8;2;16;0
FM;22;20;2;11;0
FMA;16;14;2;10;0
FN;28;28;0;10;0
FNA;11;10;1;15;0
FO;32;31;1;10;0
FP;10;8;2;16;0
FQ;16;14;2;10;0
FR;11;10;1;15;0
FS;11;10;1;15;0
FT;42;41;1;10;0
FU;20;19;1;10;0
FV;11;11;0;15;0
FW;24;23;1;10;0
FX;22;21;1;10;0
FY;21;19;2;10;0
FZ;22;21;1;10;0
G;18;18;0;10;0
GA;18;18;0;10;0
GAA;22;21;1;10;0
GB;18;17;1;10;0
GBA;16;15;1;10;0
GC;18;18;0;10;0
GCA;19;18;1;10;0
GD;20;19;1;10;0
GDA;15;13;2;11;0
GE;20;20;0;10;0
GEA;20;19;1;10;0
GF;63;62;1;10;0
GFA;16;15;1;10;0
GG;25;23;2;10;0
GGA;11;10;1;15;0
GH;11;10;1;15;0
GHA;20;19;1;10;0
GI;18;15;3;10;0
GIA;11;11;0;15;0
GJ;25;25;0;10;0
GJA;23;22;1;10;0
GK;91;88;3;10;0
GKA;11;10;1;15;0
GL;20;19;1;10;0
GLA;20;20;0;10;0
GM;18;18;0;10;0
GMA;20;18;2;11;0
GN;42;41;1;10;0
GNA;29;29;0;10;0
GO;24;23;1;10;0
GP;16;15;1;10;0
GQ;17;16;1;10;0
GR;10;8;2;16;0
GS;23;21;2;11;0
GT;28;27;1;10;0
GU;20;18;2;11;0
GV;20;20;0;10;0
GW;14;12;2;15;0
GX;20;18;2;10;0
GY;18;17;1;10;0
GZ;10;8;2;16;0
H;19;18;1;10;0
HA;18;16;2;10;0
HAA;26;25;1;10;0
HB;20;19;1;10;0
HBA;20;19;1;10;0
HC;10;8;2;16;0
HCA;11;11;0;15;0
HD;36;34;2;10;0
HDA;17;17;0;10;0
HE;22;21;1;10;0
HEA;24;23;1;10;0
HF;18;18;0;10;0
HFA;11;10;1;15;0
HG;20;19;1;10;0
HGA;22;20;2;10;0
HH;18;17;1;10;0
HHA;21;20;1;10;0
HI;16;15;1;10;0
HIA;20;20;0;10;0
HJ;21;20;1;10;0
HJA;18;17;1;10;0
HK;16;15;1;10;0
HKA;24;23;1;10;0
HL;20;19;1;10;0
HLA;21;20;1;10;0
HM;22;17;5;11;0
HMA;8;6;2;18;0
HN;22;21;1;10;0
HNA;36;35;1;10;0
HO;31;30;1;10;0
HP;18;17;1;10;0
HQ;18;17;1;10;0
HR;16;16;0;10;0
HS;49;48;1;10;0
HT;20;19;1;10;0
HU;8;6;2;18;0
HV;22;21;1;10;0
HW;12;8;4;16;0
HX;16;15;1;10;0
HY;20;19;1;10;0
HZ;26;25;1;10;0
I;18;18;0;10;0
IA;11;10;1;15;0
IAA;16;15;1;10;0
IB;19;18;1;10;0
IBA;18;18;0;10;0
IC;17;15;2;10;0
ICA;10;8;2;16;0
ID;8;6;2;18;0
IDA;17;16;1;10;0
IE;15;13;2;11;0
IEA;18;18;0;10;0
IF;23;19;4;10;0
IFA;11;10;1;15;0
IG;26;24;2;11;0
IGA;20;19;1;10;0
IH;20;19;1;10;0
IHA;22;21;1;10;0
II;18;16;2;10;0
IIA;19;19;0;10;0
IJ;20;19;1;10;0
IJA;13;12;1;15;0
IK;11;10;1;15;0
IKA;11;10;1;15;0
IL;19;19;0;10;0
ILA;16;15;1;10;0
IM;42;40;2;10;0
IMA;10;8;2;16;0
IN;13;12;1;15;0
INA;8;6;2;18;0
IO;21;20;1;10;0
IP;20;18;2;11;0
IQ;18;17;1;10;0
IR;13;11;2;15;0
IS;29;29;0;10;0
IT;20;19;1;10;0
IU;20;20;0;10;0
IV;11;10;1;15;0
IW;19;17;2;10;0
IX;11;10;1;15;0
IY;22;22;0;10;0
IZ;15;13;2;11;0
J;17;16;1;10;0
JA;19;18;1;10;0
JAA;30;28;2;11;0
JB;11;10;1;15;0
JBA;11;10;1;15;0
JC;20;20;0;10;0
JCA;23;22;1;10;0
JD;18;16;2;10;0
JDA;11;9;2;15;0
JE;20;20;0;10;0
JEA;11;10;1;15;0
JF;11;10;1;15;0
JFA;15;13;2;11;0
JG;19;19;0;10;0
JGA;16;15;1;10;0
JH;16;15;1;10;0
JHA;15;13;2;12;0
JI;11;11;0;15;0
JIA;12;7;5;16;0
JJ;18;17;1;10;0
JJA;17;16;1;10;0
JK;36;36;0;10;0
JKA;19;18;1;10;0
JL;16;15;1;10;0
JLA;31;30;1;10;0
JM;20;19;1;10;0
JMA;22;20;2;10;0
JN;18;17;1;10;0
JNA;8;6;2;18;0
JO;16;15;1;10;0
JP;10;8;2;16;0
JQ;24;22;2;10;0
JR;21;20;1;10;0
JS;45;44;1;11;0
JT;20;19;1;10;0
JU;21;20;1;10;0
JV;21;21;0;10;0
JW;20;19;1;10;0
JX;22;22;0;10;0
JY;23;21;2;10;0
JZ;13;12;1;15;0
K;20;19;1;10;0
KA;22;22;0;10;0
KAA;13;11;2;13;0
KB;16;16;0;10;0
KBA;20;19;1;10;0
KC;19;19;0;10;0
KCA;17;15;2;11;0
KD;21;19;2;10;0
KDA;8;6;2;18;0
KE;20;20;0;10;0
KEA;11;10;1;15;0
KF;20;19;1;10;0
KFA;19;18;1;10;0
KG;22;18;4;10;0
KGA;10;8;2;16;0
KH;18;18;0;10;0
KHA;16;16;0;10;0
KI;20;19;1;10;0
KIA;19;19;0;10;0
KJ;17;16;1;10;0
KJA;10;5;5;16;0
KK;20;19;1;10;0
KKA;19;18;1;10;0
KL;10;8;2;16;0
KLA;20;19;1;10;0
KM;172;171;1;10;0
KMA;26;25;1;10;0
KN;18;17;1;10;0
KNA;21;20;1;10;0
KO;21;19;2;11;0
KP;16;15;1;10;0
KQ;18;16;2;11;0
KR;11;10;1;15;0
KS;26;26;0;10;0
KT;18;17;1;10;0
KU;11;11;0;15;0
KV;15;13;2;11;0
KW;17;16;1;10;0
KX;33;27;6;14;0
KY;10;8;2;16;0
KZ;21;20;1;10;0
L;20;19;1;10;0
LA;10;8;2;16;0
LAA;11;11;0;15;0
LB;24;23;1;10;0
LBA;24;24;0;10;0
LC;26;25;1;10;0
LCA;11;10;1;15;0
LD;20;19;1;10;0
LDA;20;20;0;10;0
LE;18;18;0;10;0
LEA;35;34;1;10;0
LF;10;8;2;16;0
LFA;16;15;1;10;0
LG;44;43;1;10;0
LGA;11;8;3;15;0
LH;25;23;2;11;0
LHA;18;18;0;10;0
LI;18;17;1;10;0
LIA;35;35;0;10;0
LJ;33;32;1;10;0
LJA;11;10;1;15;0
LK;18;17;1;10;0
LKA;29;28;1;10;0
LL;28;28;0;10;0
LLA;10;8;2;16;0
LM;40;39;1;10;0
LMA;14;12;2;12;0
LN;20;20;0;10;0
LNA;8;6;2;18;0
LO;11;10;1;15;0
LP;25;23;2;10;0
LQ;25;24;1;10;0
LR;18;17;1;10;0
LS;20;20;0;10;0
LT;32;31;1;10;0
LU;18;17;1;10;0
LV;27;25;2;11;0
LW;20;16;4;10;0
LX;19;16;3;10;0
LY;8;6;2;18;0
LZ;23;21;2;10;0
M;8;6;2;18;0
MA;20;19;1;10;0
MAA;22;21;1;10;0
MB;8;6;2;18;0
MBA;17;17;0;10;0
MC;19;18;1;10;0
MCA;10;8;2;16;0
MD;20;18;2;10;0
MDA;14;12;2;15;0
ME;20;19;1;10;0
MEA;26;26;0;10;0
MF;8;6;2;18;0
MFA;18;17;1;10;0
MG;11;9;2;16;0
MGA;18;18;0;10;0
MH;10;8;2;16;0
MHA;18;17;1;10;0
MI;11;10;1;15;0
MIA;18;18;0;10;0
MJ;18;17;1;11;0
MJA;12;10;2;16;0
MK;31;30;1;10;0
MKA;56;55;1;10;0
ML;32;32;0;10;0
MLA;10;8;2;16;0
MM;28;26;2;11;0
MMA;11;10;1;15;0
MN;37;32;5;10;0
MO;16;15;1;10;0
MP;27;27;0;10;0
MQ;21;20;1;10;0
MR;16;16;0;10;0
MS;19;18;1;10;0
MT;17;16;1;10;0
MU;20;20;0;10;0
MV;21;20;1;10;0
MW;34;34;0;10;0
MX;18;17;1;10;0
MY;11;10;1;15;0
MZ;20;19;1;10;0
N;18;17;1;10;0
NA;29;29;0;10;0
NAA;8;6;2;18;0
NB;26;25;1;10;0
NBA;10;8;2;16;0
NC;10;8;2;16;0
NCA;21;20;1;10;0
ND;21;20;1;10;0
NDA;19;19;0;10;0
NE;10;8;2;16;0
NEA;57;57;0;10;0
NF;33;31;2;11;0
NFA;11;10;1;15;0
NG;11;10;1;15;0
NGA;187;186;1;10;0
NH;18;17;1;10;0
NHA;16;15;1;10;0
NI;20;18;2;10;0
NIA;18;17;1;10;0
NJ;18;17;1;10;0
NJA;20;19;1;10;0
NK;24;24;0;10;0
NKA;16;15;1;10;0
NL;11;10;1;15;0
NLA;10;8;2;16;0
NM;19;18;1;10;0
NMA;24;24;0;10;0
NN;19;18;1;11;0
NO;18;17;1;10;0
NP;21;20;1;10;0
NQ;10;8;2;16;0
NR;24;24;0;10;0
NS;11;10;1;15;0
NT;22;22;0;10;0
NU;25;24;1;10;0
NV;17;17;0;10;0
NW;23;22;1;10;0
NX;19;18;1;10;0
NY;11;10;1;15;0
NZ;61;60;1;10;0
O;16;16;0;10;0
OA;14;14;0;15;0
OAA;42;41;1;10;0
OB;22;20;2;10;0
OBA;21;20;1;10;0
OC;26;26;0;10;0
OCA;10;8;2;16;0
OD;124;123;1;10;0
ODA;28;28;0;10;0
OE;8;6;2;18;0
OEA;24;22;2;10;0
OF;8;6;2;18;0
OFA;11;9;2;15;0
OG;16;15;1;10;0
OGA;18;17;1;10;0
OH;20;19;1;10;0
OHA;19;18;1;10;0
OI;11;10;1;15;0
OIA;20;19;1;10;0
OJ;29;27;2;10;0
OJA;8;6;2;18;0
OK;24;23;1;10;0
OKA;18;17;1;10;0
OL;19;17;2;11;0
OLA;17;16;1;10;0
OM;23;22;1;10;0
OMA;30;28;2;10;0
ON;20;19;1;10;0
OO;18;17;1;10;0
OP;11;10;1;15;0
OQ;19;19;0;10;0
OR;26;25;1;10;0
OS;17;16;1;10;0
OT;20;19;1;10;0
OU;18;17;1;10;0
OV;11;9;2;15;0
OW;22;21;1;10;0
OX;19;19;0;10;0
OY;24;22;2;11;0
OZ;13;13;0;15;0
P;8;6;2;18;0
PA;11;10;1;15;0
PAA;11;10;1;15;0
PB;21;20;1;10;0
PBA;17;17;0;10;0
PC;10;8;2;16;0
PCA;14;13;1;15;0
PD;12;11;1;15;0
PDA;21;20;1;10;0
PE;11;11;0;15;0
PEA;16;15;1;10;0
PF;20;19;1;10;0
PFA;25;25;0;10;0
PG;18;17;1;10;0
PGA;25;25;0;10;0
PH;11;10;1;15;0
PHA;11;10;1;15;0
PI;17;16;1;10;0
PIA;47;46;1;10;0
PJ;25;24;1;10;0
PJA;11;11;0;15;0
PK;28;27;1;10;0
PKA;20;18;2;10;0
PL;11;9;2;15;0
PLA;29;28;1;10;0
PM;11;10;1;15;0
PMA;20;19;1;10;0
PN;11;7;4;16;0
PO;20;19;1;10;0
PP;10;8;2;16;0
PQ;13;11;2;13;0
PR;21;19;2;11;0
PS;16;15;1;10;0
PT;18;17;1;10;0
PU;43;42;1;10;0
PV;18;17;1;10;0
PW;18;17;1;10;0
PX;10;8;2;16;0
PY;11;10;1;15;0
PZ;20;19;1;10;0
Q;8;6;2;18;0
QA;20;19;1;10;0
QAA;20;19;1;10;0
QB;21;20;1;10;0
QBA;38;38;0;10;0
QC;21;20;1;10;0
QCA;20;19;1;10;0
QD;18;17;1;10;0
QDA;16;14;2;11;0
QE;25;24;1;10;0
QEA;10;9;1;16;0
QF;20;19;1;10;0
QFA;16;15;1;10;0
QG;18;17;1;10;0
QGA;11;10;1;15;0
QH;31;30;1;10;0
QHA;20;20;0;10;0
QI;16;15;1;10;0
QIA;20;20;0;10;0
QJ;20;20;0;10;0
QJA;12;11;1;15;0
QK;23;19;4;11;0
QKA;19;18;1;10;0
QL;11;10;1;15;0
QLA;11;8;3;15;0
QM;18;17;1;10;0
QMA;23;22;1;10;0
QN;21;21;0;10;0
QO;18;17;1;10;0
QP;22;21;1;10;0
QQ;17;16;1;10;0
QR;10;8;2;16;0
QS;18;17;1;10;0
QT;13;12;1;15;0
QU;23;22;1;10;0
QV;11;11;0;15;0
QW;18;17;1;10;0
QX;31;30;1;10;0
QY;20;18;2;10;0
QZ;17;16;1;10;0
R;10;8;2;16;0
RA;8;6;2;18;0
RAA;21;20;1;10;0
RB;15;13;2;11;0
RBA;20;20;0;10;0
RC;17;15;2;11;0
RCA;19;18;1;10;0
RD;10;8;2;16;0
RDA;11;10;1;15;0
RE;11;11;0;15;0
REA;11;10;1;15;0
RF;11;11;0;15;0
RFA;16;16;0;10;0
RG;40;39;1;10;0
RGA;20;19;1;10;0
RH;10;8;2;17;0
RHA;17;15;2;11;0
RI;20;19;1;10;0
RIA;18;17;1;10;0
RJ;11;10;1;15;0
RJA;11;10;1;15;0
RK;21;21;0;10;0
RKA;18;17;1;10;0
RL;15;13;2;11;0
RLA;28;27;1;10;0
RM;15;13;2;11;0
RN;26;25;1;10;0
RO;19;18;1;15;0
RP;22;20;2;11;0
RQ;11;11;0;15;0
RR;16;15;1;10;0
RS;16;15;1;10;0
RT;16;16;0;10;0
RU;37;32;5;10;0
RV;8;6;2;18;0
RW;20;20;0;10;0
RX;10;8;2;16;0
RY;27;24;3;10;0
RZ;19;17;2;11;0
S;22;21;1;10;0
SA;19;19;0;10;0
SAA;19;17;2;11;0
SB;18;18;0;10;0
SBA;19;18;1;10;0
SC;12;12;0;15;0
SCA;20;20;0;10;0
SD;20;19;1;10;0
SDA;20;19;1;10;0
SE;16;16;0;10;0
SEA;16;16;0;10;0
SF;16;15;1;10;0
SFA;22;19;3;10;0
SG;10;8;2;16;0
SGA;22;20;2;10;0
SH;18;17;1;10;0
SHA;22;22;0;10;0
SI;23;23;0;10;0
SIA;11;10;1;15;0
SJ;21;20;1;10;0
SJA;18;18;0;10;0
SK;36;35;1;10;0
SKA;8;6;2;18;0
SL;20;19;1;10;0
SLA;30;30;0;10;0
SM;43;43;0;10;0
SMA;21;20;1;11;0
SN;11;10;1;15;0
SO;21;20;1;10;0
SP;8;6;2;18;0
SQ;20;18;2;11;0
SR;19;19;0;10;0
SS;18;17;1;10;0
ST;21;21;0;10;0
SU;11;10;1;15;0
SV;16;15;1;10;0
SW;23;23;0;10;0
SX;25;24;1;10;0
SY;18;18;0;10;0
SZ;11;9;2;15;0
T;16;16;0;10;0
TA;18;16;2;11;0
TAA;24;23;1;10;0
TB;16;15;1;10;0
TBA;18;18;0;10;0
TC;28;28;0;10;0
TCA;26;25;1;10;0
TD;20;18;2;10;0
TDA;16;16;0;10;0
TE;10;8;2;16;0
TEA;18;17;1;10;0
TF;24;22;2;11;0
TFA;11;9;2;15;0
TG;18;17;1;10;0
TGA;20;20;0;10;0
TH;19;18;1;10;0
THA;18;17;1;10;0
TI;28;27;1;10;0
TIA;22;20;2;11;0
TJ;20;19;1;10;0
TJA;33;32;1;10;0
TK;10;8;2;16;0
TKA;19;18;1;10;0
TL;22;22;0;10;0
TLA;11;10;1;15;0
TM;10;8;2;16;0
TMA;16;15;1;10;0
TN;29;28;1;10;0
TO;38;37;1;10;0
TP;20;19;1;10;0
TQ;20;20;0;10;0
TR;16;15;1;10;0
TS;26;25;1;10;0
TT;10;8;2;16;0
TU;27;25;2;10;0
TV;22;21;1;10;0
TW;26;25;1;10;0
TX;20;20;0;10;0
TY;8;6;2;18;0
TZ;11;11;0;15;0
U;19;17;2;11;0
UA;17;16;1;10;0
UAA;10;8;2;16;0
UB;11;11;0;15;0
UBA;20;19;1;10;0
UC;35;33;2;10;0
UCA;10;8;2;16;0
UD;35;34;1;10;0
UDA;35;31;4;10;0
UE;24;24;0;10;0
UEA;8;6;2;18;0
UF;33;32;1;10;0
UFA;11;9;2;15;0
UG;11;10;1;15;0
UGA;21;20;1;10;0
UH;8;6;2;18;0
UHA;10;8;2;16;0
UI;20;19;1;10;0
UIA;19;18;1;10;0
UJ;21;20;1;10;0
UJA;11;11;0;15;0
UK;24;23;1;10;0
UKA;21;20;1;10;0
UL;11;10;1;15;0
ULA;20;19;1;10;0
UM;12;11;1;15;0
UMA;20;17;3;10;0
UN;10;8;2;16;0
UO;11;10;1;15;0
UP;16;15;1;10;0
UQ;18;17;1;10;0
UR;20;19;1;10;0
US;20;19;1;10;0
UT;18;16;2;10;0
UU;14;12;2;12;0
UV;20;19;1;10;0
UW;19;16;3;10;0
UX;11;11;0;15;0
UY;11;10;1;15;0
UZ;18;17;1;10;0
V;25;24;1;10;0
VA;18;17;1;10;0
VAA;24;24;0;10;0
VB;18;17;1;10;0
VBA;10;8;2;16;0
VC;19;19;0;10;0
VCA;20;20;0;10;0
VD;16;14;2;10;0
VDA;18;18;0;10;0
VE;25;25;0;10;0
VEA;11;10;1;15;0
VF;18;17;1;10;0
VFA;21;20;1;10;0
VG;23;22;1;10;0
VGA;11;10;1;15;0
VH;10;8;2;16;0
VHA;10;8;2;16;0
VI;22;22;0;10;0
VIA;41;40;1;10;0
VJ;18;17;1;10;0
VJA;8;6;2;18;0
VK;24;23;1;10;0
VKA;19;19;0;10;0
VL;20;19;1;10;0
VLA;11;11;0;15;0
VM;21;19;2;11;0
VMA;8;6;2;18;0
VN;31;30;1;10;0
VO;27;27;0;10;0
VP;20;19;1;10;0
VQ;18;17;1;10;0
VR;20;18;2;10;0
VS;21;21;0;10;0
VT;20;19;1;10;0
VU;20;19;1;10;0
VV;10;8;2;16;0
VW;18;16;2;10;0
VX;10;8;2;16;0
VY;22;20;2;10;0
VZ;11;9;2;16;0
W;17;17;0;10;0
WA;14;12;2;12;0
WAA;18;18;0;10;0
WB;10;8;2;16;0
WBA;19;18;1;10;0
WC;16;14;2;10;0
WCA;25;25;0;10;0
WD;8;6;2;18;0
WDA;36;35;1;10;0
WE;23;21;2;10;0
WEA;10;8;2;16;0
WF;24;23;1;10;0
WFA;18;18;0;10;0
WG;20;19;1;10;0
WGA;38;37;1;10;0
WH;10;8;2;16;0
WHA;18;18;0;10;0
WI;16;14;2;11;0
WIA;10;8;2;16;0
WJA;24;23;1;10;0
WK;15;10;5;11;0
WKA;22;22;0;10;0
WL;17;12;5;11;0
WLA;20;18;2;11;0
WM;21;20;1;10;0
WMA;10;8;2;16;0
WN;28;27;1;10;0
WO;23;22;1;10;0
WP;21;20;1;10;0
WQ;18;17;1;10;0
WR;24;18;6;10;0
WS;11;10;1;15;0
WT;22;21;1;10;0
WU;22;21;1;10;0
WV;20;19;1;10;0
WW;21;20;1;10;0
WX;11;10;1;15;0
WY;8;6;2;18;0
WZ;29;28;1;10;0
X;20;19;1;10;0
XA;8;6;2;18;0
XAA;18;17;1;10;0
XB;17;16;1;10;0
XBA;29;28;1;10;0
XC;11;11;0;15;0
XCA;36;35;1;10;0
XD;16;16;0;10;0
XDA;11;10;1;15;0
XE;11;11;0;15;0
XEA;18;17;1;10;0
XF;17;16;1;10;0
XFA;24;22;2;10;0
XG;11;10;1;15;0
XGA;20;18;2;10;0
XH;27;26;1;10;0
XHA;14;13;1;15;0
XI;40;39;1;10;0
XIA;10;8;2;16;0
XJ;18;17;1;10;0
XJA;26;26;0;10;0
XK;11;10;1;15;0
XKA;18;18;0;10;0
XL;19;18;1;10;0
XLA;11;10;1;15;0
XM;22;21;1;10;0
XMA;8;6;2;18;0
XN;20;18;2;10;0
XO;16;16;0;10;0
XP;18;17;1;10;0
XQ;18;17;1;10;0
XR;10;8;2;16;0
XS;26;26;0;10;0
XT;23;22;1;10;0
XU;11;11;0;15;0
XV;11;9;2;15;0
XW;22;21;1;10;0
XX;18;14;4;10;0
XY;18;17;1;10;0
XZ;22;21;1;10;0
Y;11;11;0;15;0
YA;11;10;1;15;0
YAA;18;17;1;10;0
YB;20;19;1;10;0
YBA;20;19;1;10;0
YC;12;8;4;16;0
YCA;13;13;0;15;0
YD;11;10;1;15;0
YDA;18;18;0;10;0
YE;18;17;1;10;0
YEA;16;15;1;10;0
YF;33;32;1;10;0
YFA;18;18;0;10;0
YG;34;34;0;10;0
YGA;18;17;1;10;0
YH;15;13;2;11;0
YHA;22;20;2;10;0
YI;20;19;1;10;0
YIA;54;54;0;10;0
YJ;19;17;2;11;0
YJA;18;17;1;10;0
YK;22;22;0;10;0
YKA;48;47;1;10;0
YL;23;22;1;10;0
YLA;66;64;2;10;0
YM;18;18;0;10;0
YMA;17;15;2;11;0
YN;12;7;5;16;0
YO;32;31;1;10;0
YP;34;33;1;10;0
YQ;18;17;1;10;0
YR;23;23;0;10;0
YS;27;26;1;10;0
YT;21;20;1;10;0
YU;8;6;2;18;0
YV;26;26;0;10;0
YW;18;16;2;11;0
YX;87;87;0;10;0
YY;23;22;1;10;0
YZ;19;18;1;10;0
Z;16;15;1;10;0
ZA;11;11;0;15;0
ZAA;20;19;1;10;0
ZB;21;20;1;10;0
ZBA;17;15;2;10;0
ZC;13;12;1;15;0
ZCA;12;11;1;15;0
ZD;15;13;2;11;0
ZDA;22;21;1;10;0
ZE;22;21;1;10;0
ZEA;22;22;0;10;0
ZF;19;19;0;10;0
ZFA;18;17;1;10;0
ZG;16;15;1;10;0
ZGA;34;33;1;10;0
ZH;18;17;1;10;0
ZHA;30;30;0;10;0
ZI;23;23;0;10;0
ZIA;11;10;1;15;0
ZJ;21;21;0;10;0
ZJA;29;28;1;10;0
ZK;17;15;2;11;0
ZKA;21;21;0;10;0
ZL;18;18;0;10;0
ZLA;16;16;0;10;0
ZM;33;33;0;10;0
ZMA;70;69;1;10;0
ZN;10;8;2;16;0
